name,title,duration,country,director,genre,cast,kp_rating,kp_votes_num,imdb_rating,imdb_votes_num 
Крутой учитель Онидзука  (сериал) GTO (1999 – 2000) 22 мин.,GTO (1999 – 2000),22 мин.,Япония,реж. Нориюки Абэ...,"['(аниме,', 'мультфильм,', 'комедия...)']","Ватару Такаги, Фумико Орикаса, ...",8.635,31 104,IMDb: 8.50,8 281
Один литр слёз  (мини-сериал) Ichi rittoru no namida (2005) 46 мин.,Ichi rittoru no namida (2005),46 мин.,Япония,реж. Сёсукэ Мураками,"['(драма,', 'мелодрама)']","Эрика Савадзири, Рё Нисикидо, ...",8.634,6 124,IMDb: 8.60,2 347
Тайна Коко Coco (2017) 105 мин.,Coco (2017),105 мин.,США,реж. Ли Анкрич...,"['(мультфильм,', 'фэнтези,', 'детектив...)']","Энтони Гонсалес, Гаэль Гарсиа Берналь, ...",8.632,425 019,IMDb: 8.40,441 254
Махакали. Конец – это начало  (сериал) Mahakaali - Anth Hi Aarambh Hai (2017) 44 мин.,Mahakaali - Anth Hi Aarambh Hai (2017),44 мин.,Индия,реж. Локнат Пандей,"['(фэнтези,', 'драма,', 'семейный)']","Пуджа Шарма, Саурабх Радж Джейн, ...",8.630,573,IMDb: 7.10,226
Queen: Greatest Video Hits 2  (видео)  (2003) 240 мин.,(2003),240 мин.,США,реж. Руди Долезал...,"['(документальный,', 'музыка)']","Клэнси Браун, Шон Коннери, ...",8.628,1 106,IMDb: 8.90,366
Назад в будущее Back to the Future (1985) 116 мин.,Back to the Future (1985),116 мин.,США,реж. Роберт Земекис,"['(фантастика,', 'комедия,', 'приключения)']","Майкл Дж. Фокс, Кристофер Ллойд, ...",8.627,488 755,IMDb: 8.50,1 123 164
Достучаться до небес Knockin' on Heaven's Door (1997) 87 мин.,Knockin' on Heaven's Door (1997),87 мин.,Германия,реж. Томас Ян,"['(драма,', 'комедия,', 'криминал)']","Тиль Швайгер, Ян Йозеф Лиферс, ...",8.627,460 956,IMDb: 7.90,29 158
Титаник  (мини-сериал)  (2012) 45 мин.,(2012),45 мин.,Россия,реж. Анастасия Попова,"['(документальный,', 'драма)']","Сергей Чонишвили, Владимир Еремин, ...",8.627,3 152,IMDb: 6.90,17
Последнее испытание  (видео)  (2017) 124 мин.,(2017),124 мин.,Россия,реж. Руслан Герасименко...,"['(мюзикл,', 'фэнтези)']","Руслан Герасименко, Елена Ханпира, ...",8.625,1 018,,
"Внутренние миры, внешние миры Inner Worlds, Outer Worlds (2012) 122 мин.","Inner Worlds, Outer Worlds (2012)",122 мин.,Канада,реж. Daniel Schmidt,['(документальный)'],"Patrick Sweeney, ...",8.625,675,IMDb: 8.50,1 988
Постучись в мою дверь  (сериал) Sen Çal Kapımı (2020 – ...) 140 мин.,Sen Çal Kapımı (2020 – ...),140 мин.,Турция,реж. Алтан Дёнмез...,"['(мелодрама,', 'комедия)']","Ханде Эрчел, Керем Бюрсин, ...",8.624,58 840,IMDb: 7.50,7 325
Энн из Зеленых крыш: Продолжение  (мини-сериал) Anne of Green Gables: The Sequel (1987) 230 мин.,Anne of Green Gables: The Sequel (1987),230 мин.,Канада,реж. Кевин Салливан,"['(драма,', 'мелодрама,', 'семейный)']","Мэрлин Лайтстоун, Шулер Грант, ...",8.624,1 385,IMDb: 8.40,9 095
Криминальное чтиво Pulp Fiction (1994) 154 мин.,Pulp Fiction (1994),154 мин.,США,реж. Квентин Тарантино,"['(криминал,', 'драма)']","Джон Траволта, Сэмюэл Л. Джексон, ...",8.622,545 773,IMDb: 8.90,1 925 516
Декалог  (сериал) Dekalog (1988) 56 мин.,Dekalog (1988),56 мин.,Польша,реж. Кшиштоф Кесьлёвский,['(драма)'],"Артур Барчиш, Ольгерд Лукашевич, ...",8.622,5 033,IMDb: 9.00,23 861
Долгий путь вокруг Земли  (мини-сериал) Long Way Round (2004) 45 мин.,Long Way Round (2004),45 мин.,Великобритания,реж. Дэвид Алексаниан...,"['(документальный,', 'приключения)']","Юэн Макгрегор, Чарли Бурмен, ...",8.622,2 273,IMDb: 8.60,13 465
Аватар: Легенда об Аанге  (сериал) Avatar: The Last Airbender (2004 – 2008) 22 мин.,Avatar: The Last Airbender (2004 – 2008),22 мин.,США,реж. Джанкарло Вольпе...,"['(мультфильм,', 'фэнтези,', 'боевик...)']","Ди Брэдли Бейкер, Зак Тайлер, ...",8.621,263 803,IMDb: 9.30,276 648
"Улица Паради, дом 588 588 rue Paradis (1991) 130 мин.",588 rue Paradis (1991),130 мин.,Франция,реж. Анри Вернёй,['(драма)'],"Ришар Берри, Омар Шариф, ...",8.620,812,IMDb: 6.80,1 993
Angry Birds. Пушистики  (сериал) Angry Birds Blues (2017) ,Angry Birds Blues (2017),,Финляндия,реж. Томас Лепеска,"['(мультфильм,', 'комедия,', 'семейный)']",,8.618,5 018,IMDb: 6.40,175
Жизнь прекрасна La vita è bella (1997) 116 мин.,La vita è bella (1997),116 мин.,Италия,реж. Роберто Бениньи,"['(военный,', 'комедия,', 'драма...)']","Роберто Бениньи, Николетта Браски, ...",8.617,214 012,IMDb: 8.60,657 518
Теория большого взрыва  (сериал) The Big Bang Theory (2007 – 2019) 22 мин.,The Big Bang Theory (2007 – 2019),22 мин.,США,реж. Марк Сендроуски...,"['(комедия,', 'мелодрама)']","Джонни Галэки, Джим Парсонс, ...",8.615,353 692,IMDb: 8.10,758 431
Мэйден Maiden (2018) 97 мин.,Maiden (2018),97 мин.,Великобритания,реж. Алекс Холмс,"['(документальный,', 'спорт)']","Frank Bough, John Chittenden, ...",8.615,539,IMDb: 7.70,2 121
"Долгие, долгие каникулы  (сериал) Les grandes Grandes Vacances (2015) 260 мин.",Les grandes Grandes Vacances (2015),260 мин.,Франция,реж. Paul Leluc,"['(мультфильм,', 'драма,', 'семейный...)']","Бенжамин Болен, Джули-Энн Дин, ...",8.615,534,IMDb: 8.80,407
101 Depeche Mode: 101 (1989) 117 мин.,Depeche Mode: 101 (1989),117 мин.,Великобритания,реж. Дэвид Доукинс...,"['(документальный,', 'музыка)']","Эндрю Флетчер, Дэвид Гаан, ...",8.614,1 155,IMDb: 8.30,1 620
Нирвана. Вживую! Сегодня вечером! Билетов нет!!  (видео) Nirvana Live! Tonight! Sold Out!! (1994) 90 мин.,Nirvana Live! Tonight! Sold Out!! (1994),90 мин.,США,реж. Кевин Керслэйк,"['(документальный,', 'музыка)']","Курт Кобейн, Дэйв Грол, ...",8.613,510,IMDb: 8.40,2 421
Нерка. Рыба красная  (2020) 51 мин.,(2020),51 мин.,Россия,реж. Владислав Гришин...,['(документальный)'],,8.612,4 369,IMDb: 8.40,37
Хикару и го  (сериал) Hikaru no go (2001 – 2003) 24 мин.,Hikaru no go (2001 – 2003),24 мин.,Япония,реж. Кэи Имабаяси...,"['(аниме,', 'мультфильм,', 'спорт...)']","Томоко Каваками, Сусуму Тиба, ...",8.611,3 058,IMDb: 8.30,1 187
Вселенная Стивена Хокинга  (мини-сериал) Stephen Hawking's Universe (1997) 360 мин.,Stephen Hawking's Universe (1997),360 мин.,Великобритания,,['(документальный)'],"Стивен Хокинг, Юджин Бабаев, ...",8.611,810,IMDb: 8.30,1 024
Вторая мировая война – день за днём  (сериал)  (2005) 26 мин.,(2005),26 мин.,Россия,реж. Ольга Андрианова...,"['(документальный,', 'военный,', 'история)']","Виктор Правдюк, ...",8.610,1 341,IMDb: 6.40,13
Фландрийский пёс Gekijôban Furandaasu no inu (1997) 93 мин.,Gekijôban Furandaasu no inu (1997),93 мин.,Япония,реж. Ёсио Курода...,"['(аниме,', 'мультфильм,', 'драма...)']","Макото Цумура, Сакура Тангэ, ...",8.609,2 434,IMDb: 7.80,592
Топ Гир  (сериал) Top Gear (2002 – ...) 60 мин.,Top Gear (2002 – ...),60 мин.,Великобритания,реж. Брайан Клейн...,"['(документальный,', 'ток-шоу,', 'комедия)']","Ричард Хаммонд, Джереми Кларксон, ...",8.606,33 987,IMDb: 8.60,113 134
BBC: Величайшие явления природы  (мини-сериал) Nature's Great Events (2009) 60 мин.,Nature's Great Events (2009),60 мин.,США,реж. Питер Бассетт,['(документальный)'],"Дэвид Аттенборо, Джо Стивенс, ...",8.606,1 421,IMDb: 9.00,3 203
Приключения Шерлока Холмса и доктора Ватсона: Собака Баскервилей  (ТВ)  (1981) 154 мин.,(1981),154 мин.,СССР,реж. Игорь Масленников,"['(детектив,', 'криминал,', 'приключения)']","Василий Ливанов, Виталий Соломин, ...",8.604,168 783,IMDb: 8.60,5 868
Тетрадь смерти  (сериал) Desu noto (2006 – 2007) 22 мин.,Desu noto (2006 – 2007),22 мин.,Япония,реж. Тэцуро Араки...,"['(аниме,', 'мультфильм,', 'фэнтези...)']","Мамору Мияно, Сидо Накамура, ...",8.604,120 986,IMDb: 9.00,275 885
Интерстеллар Interstellar (2014) 169 мин.,Interstellar (2014),169 мин.,Великобритания,реж. Кристофер Нолан,"['(фантастика,', 'драма,', 'приключения)']","Мэттью МакКонахи, Энн Хэтэуэй, ...",8.602,730 837,IMDb: 8.60,1 641 534
Queen Rock In Montreal  (видео) We Will Rock You: Queen Live in Concert (1981) 96 мин.,We Will Rock You: Queen Live in Concert (1981),96 мин.,США,реж. Сауль Свиммер,"['(музыка,', 'концерт)']","Фредди Меркьюри, Брайан Мэй, ...",8.602,647,IMDb: 8.70,946
Metallica: S&M  (ТВ)  (2000) 145 мин.,(2000),145 мин.,США,реж. Уэйн Ишам,"['(документальный,', 'музыка,', 'концерт)']","Metallica, Джеймс Хетфилд, ...",8.601,1 377,IMDb: 8.80,4 266
Друзья: Воссоединение Friends: The Reunion (2021) 104 мин.,Friends: The Reunion (2021),104 мин.,США,реж. Бен Уинстон,['(комедия)'],"Дженнифер Энистон, Кортни Кокс, ...",8.600,49 053,IMDb: 8.10,53 263
Галапагосы: На краю земли  (мини-сериал) Galapagos: The Edge of the World (2018) 50 мин.,Galapagos: The Edge of the World (2018),50 мин.,Корея Южная,реж. Чан Вон-джун,['(документальный)'],,8.598,1 176,,
Гамлет  (ТВ) Hamlet (2009) 180 мин.,Hamlet (2009),180 мин.,Великобритания,реж. Грегори Доран,['(драма)'],"Дэвид Теннант, Патрик Стюарт, ...",8.596,1 977,IMDb: 8.20,3 344
Голубая планета  (мини-сериал) The Blue Planet (2001) 389 мин.,The Blue Planet (2001),389 мин.,Великобритания,реж. Аластер Фотергилл,['(документальный)'],"Дэвид Аттенборо, Пирс Броснан, ...",8.596,1 668,IMDb: 9.00,37 195
Последние львы  (видео) The Last Lions (2011) 88 мин.,The Last Lions (2011),88 мин.,США,реж. Дерек Жубер,"['(документальный,', 'семейный)']","Джереми Айронс, ...",8.596,884,IMDb: 8.30,4 143
Тюремная мудрость  (сериал) Seulgiroun gamppangsaenghwal (2017 – 2018) 70 мин.,Seulgiroun gamppangsaenghwal (2017 – 2018),70 мин.,Корея Южная,реж. Щин Вон-хо,"['(драма,', 'криминал)']","Пак Хэ-су, Чон Гён-хо, ...",8.596,511,IMDb: 8.50,2 637
Забей на панк-рок  (сериал) Never Mind the Buzzcocks (1996 – 2015) 22 мин.,Never Mind the Buzzcocks (1996 – 2015),22 мин.,Великобритания,реж. Пол Вилер...,"['(игра,', 'комедия,', 'музыка)']","Филл Джупитус, Марк ЛаМарр, ...",8.595,892,IMDb: 7.80,5 572
BBC: Чудеса Солнечной системы  (мини-сериал) Wonders of the Solar System (2010 – ...) 60 мин.,Wonders of the Solar System (2010 – ...),60 мин.,Великобритания,реж. Михаэль Лачман...,['(документальный)'],"Брайан Кокс, Дон Джулиано, ...",8.594,4 356,IMDb: 8.80,4 479
Форс-мажоры  (сериал) Suits (2011 – 2019) 43 мин.,Suits (2011 – 2019),43 мин.,США,реж. Майкл Смит...,"['(драма,', 'комедия)']","Гэбриел Махт, Рик Хоффман, ...",8.593,82 987,IMDb: 8.40,383 065
Как я встретил вашу маму  (сериал) How I Met Your Mother (2005 – 2014) 22 мин.,How I Met Your Mother (2005 – 2014),22 мин.,США,реж. Памела Фрайман...,"['(комедия,', 'мелодрама,', 'драма)']","Джош Рэднор, Нил Патрик Харрис, ...",8.592,167 129,IMDb: 8.30,639 268
Освободители  (сериал)  (2010) 44 мин.,(2010),44 мин.,Россия,реж. Павел Тупик...,"['(документальный,', 'военный)']","Дмитрий Дюжев, ...",8.588,585,,
Властелин колец: Братство Кольца The Lord of the Rings: The Fellowship of the Ring (2001) 178 мин.,The Lord of the Rings: The Fellowship of the Ring (2001),178 мин.,Новая Зеландия,реж. Питер Джексон,"['(фэнтези,', 'приключения,', 'драма)']","Элайджа Вуд, Иэн Маккеллен, ...",8.587,532 561,IMDb: 8.80,1 744 978
Долгий путь на юг  (мини-сериал) Long Way Down (2007) 47 мин.,Long Way Down (2007),47 мин.,Великобритания,реж. Дэвид Алексаниан...,['(документальный)'],"Юэн Макгрегор, Чарли Бурмен, ...",8.587,1 006,IMDb: 8.30,5 920
Далёкие странники  (сериал) Shan he ling (2021) 45 мин.,Shan he ling (2021),45 мин.,Китай,реж. Чэн Чжичао...,"['(драма,', 'боевик)']","Чжан Чжэхань, Гун Цзюнь, ...",8.587,707,IMDb: 8.90,2 484
Властелин колец: Две крепости The Lord of the Rings: The Two Towers (2002) 179 мин.,The Lord of the Rings: The Two Towers (2002),179 мин.,Новая Зеландия,реж. Питер Джексон,"['(фэнтези,', 'приключения,', 'драма)']","Элайджа Вуд, Иэн Маккеллен, ...",8.584,480 800,IMDb: 8.70,1 558 276
Стальной алхимик: Братство  (сериал) Fullmetal Alchemist: Brotherhood (2009 – 2010) 25 мин.,Fullmetal Alchemist: Brotherhood (2009 – 2010),25 мин.,Япония,реж. Ясухиро Ириэ...,"['(аниме,', 'мультфильм,', 'боевик...)']","Иэмаса Каюми, ...",8.583,33 517,IMDb: 9.10,142 377
Led Zeppelin «Celebration Day» Led Zeppelin 'Celebration Day' (2012) 124 мин.,Led Zeppelin 'Celebration Day' (2012),124 мин.,Великобритания,реж. Дик Карратерс,"['(концерт,', 'музыка)']","Джимми Пейдж, Роберт Плант, ...",8.583,959,IMDb: 8.80,2 505
"Люди, построившие Америку  (сериал) The Men Who Built America (2012) 41 мин.",The Men Who Built America (2012),41 мин.,США,реж. Руан Маган...,"['(документальный,', 'биография,', 'история)']","Кэмпбелл Скотт, H.W. Brands, ...",8.582,1 827,IMDb: 8.60,3 942
Хилер  (сериал) Hilreo (2014 – 2015) 59 мин.,Hilreo (2014 – 2015),59 мин.,Корея Южная,реж. Ким Джин-у...,"['(триллер,', 'мелодрама,', 'детектив)']","Чи Чхан-ук, Ю Джи-тхэ, ...",8.580,15 923,IMDb: 8.40,7 265
Броня России  (сериал)  (2009) 39 мин.,(2009),39 мин.,Россия,реж. Андрей Кулясов,"['(документальный,', 'военный,', 'история)']","Александр Клюквин, ...",8.579,1 087,,
Монти Пайтон: Летающий цирк  (сериал) Monty Python's Flying Circus (1969 – 1974) 30 мин.,Monty Python's Flying Circus (1969 – 1974),30 мин.,Великобритания,реж. Йен МакНотон...,['(комедия)'],"Грэм Чепмен, Джон Клиз, ...",8.575,5 174,IMDb: 8.80,71 226
Берсерк  (сериал) Kenpu denki baruseruku (1997 – 1998) 23 мин.,Kenpu denki baruseruku (1997 – 1998),23 мин.,Япония,реж. Наохито Такахаси,"['(аниме,', 'мультфильм,', 'фэнтези...)']","Нобутоси Канна, ...",8.574,20 136,IMDb: 8.70,33 130
Рождённые в СССР. Четырнадцатилетние  (ТВ) 14 Up Born in the USSR (1998) 89 мин.,14 Up Born in the USSR (1998),89 мин.,Великобритания,реж. Сергей Мирошниченко,['(документальный)'],"Алёна, Алмаз, ...",8.574,4 842,IMDb: 8.40,130
Играем с Фиксиками  (2021) 53 мин.,(2021),53 мин.,Россия,,"['(мультфильм,', 'детский)']",,8.573,1 585,,
Гладиатор Gladiator (2000) 155 мин.,Gladiator (2000),155 мин.,США,реж. Ридли Скотт,"['(история,', 'боевик,', 'драма...)']","Рассел Кроу, Хоакин Феникс, ...",8.571,472 648,IMDb: 8.50,1 411 628
Подводная лодка  (мини-сериал) Das Boot (1985) 293 мин.,Das Boot (1985),293 мин.,Германия (ФРГ),реж. Вольфганг Петерсен,"['(военный,', 'драма,', 'триллер)']","Юрген Прохнов, Херберт Грёнемайер, ...",8.571,2 680,IMDb: 8.80,28 253
Расследования авиакатастроф  (сериал) Air Crash Investigation (2014 – ...) ,Air Crash Investigation (2014 – ...),,Канада,реж. Брин Хиггинс,['(документальный)'],,8.568,1 517,,
Шинель  (1981) 60 мин.,(1981),60 мин.,СССР,реж. Юрий Норштейн,['(мультфильм)'],,8.567,662,IMDb: 7.60,41
Очень Поттеровский мюзикл  (ТВ) A Very Potter Musical (2009) 166 мин.,A Very Potter Musical (2009),166 мин.,США,реж. Мэтт Лэнг,"['(мюзикл,', 'комедия)']","Даррен Крисс, Джои Рихтер, ...",8.565,1 205,IMDb: 8.90,2 924
Без обратного пути No Distance Left to Run (2010) 104 мин.,No Distance Left to Run (2010),104 мин.,Великобритания,реж. Уилл Лавлэйс...,"['(документальный,', 'биография,', 'музыка)']","Дэймон Албарн, Mike Smith, ...",8.564,573,IMDb: 7.90,1 301
Дживс и Вустер  (сериал) Jeeves and Wooster (1990 – 1993) 51 мин.,Jeeves and Wooster (1990 – 1993),51 мин.,Великобритания,реж. Фердинанд Фэйрфакс...,['(комедия)'],"Хью Лори, Стивен Фрай, ...",8.563,23 776,IMDb: 8.40,12 149
Йеллоустоун  (сериал) Yellowstone (2018 – ...) 60 мин.,Yellowstone (2018 – ...),60 мин.,США,реж. Тейлор Шеридан...,"['(драма,', 'вестерн)']","Кевин Костнер, Люк Граймс, ...",8.562,51 226,IMDb: 8.70,60 075
Герои Энвелла  (сериал)  (2017 – 2021) 11 мин.,(2017 – 2021),11 мин.,Россия,реж. Антон Ланшаков,"['(мультфильм,', 'фантастика,', 'детский)']","Евгений Михеев, Андрей Шишков, ...",8.560,16 910,,
Первая мировая  (сериал)  (2014) 53 мин.,(2014),53 мин.,Россия,реж. Андрей Верещагин...,"['(документальный,', 'военный,', 'драма)']","Евгений Синчуков, Радик Мухаметзянов, ...",8.560,5 476,IMDb: 7.30,40
Идущие к черту  (сериал)  (2019) 170 мин.,(2019),170 мин.,Россия,реж. Борис Соболев,['(документальный)'],"Борис Соболев, ...",8.559,2 351,,
Rammstein: Live aus Berlin  (видео)  (1998) 97 мин.,(1998),97 мин.,Германия,реж. Хамиш Хэмилтон,"['(документальный,', 'музыка,', 'концерт)']","Тилль Линдеманн, Кристоф Шнайдер, ...",8.558,4 085,IMDb: 9.10,1 737
Правила моей кухни  (сериал) My Kitchen Rules (2010 – ...) 52 мин.,My Kitchen Rules (2010 – ...),52 мин.,Австралия,реж. Тим Хоукинс...,"['(реальное', 'ТВ)']","Септимус Кейтон, Пит Эванс, ...",8.556,1 671,IMDb: 7.10,852
Шерлок Холмс и доктор Ватсон: Знакомство  (ТВ)  (1979) 68 мин.,(1979),68 мин.,СССР,реж. Игорь Масленников,"['(криминал,', 'детектив)']","Василий Ливанов, Виталий Соломин, ...",8.554,136 053,IMDb: 8.60,3 696
"Карты, деньги, два ствола Lock, Stock and Two Smoking Barrels (1998) 107 мин.","Lock, Stock and Two Smoking Barrels (1998)",107 мин.,Великобритания,реж. Гай Ричи,"['(боевик,', 'комедия,', 'криминал)']","Джейсон Флеминг, Декстер Флетчер, ...",8.553,419 185,IMDb: 8.20,558 674
Твоя апрельская ложь  (сериал) Shigatsu wa kimi no uso (2014 – 2015) 25 мин.,Shigatsu wa kimi no uso (2014 – 2015),25 мин.,Япония,реж. Кёхэй Исигуро,"['(аниме,', 'мультфильм,', 'драма...)']","Нацуки Ханаэ, Риса Танэда, ...",8.552,8 199,IMDb: 8.60,23 285
Трамвай «Желание» A Streetcar Named Desire (2014) 192 мин.,A Streetcar Named Desire (2014),192 мин.,Великобритания,реж. Бенедикт Эндрюс,[],"Джиллиан Андерсон, Бен Фостер, ...",8.552,742,,
Игры разума A Beautiful Mind (2001) 135 мин.,A Beautiful Mind (2001),135 мин.,США,реж. Рон Ховард,"['(драма,', 'биография,', 'мелодрама)']","Рассел Кроу, Эд Харрис, ...",8.551,430 600,IMDb: 8.20,887 499
Джодха и Акбар: История великой любви  (сериал) Jodha Akbar (2013 – 2015) 21 мин.,Jodha Akbar (2013 – 2015),21 мин.,Индия,реж. Сантрам Варма...,"['(мелодрама,', 'история,', 'драма)']","Раджат Токас, Паридхи Шарма, ...",8.550,6 937,IMDb: 5.90,687
Дом. История путешествия  Home (2009) 113 мин.,Home (2009),113 мин.,Франция,реж. Янн Артюс-Бертран,['(документальный)'],"Янн Артюс-Бертран, Гленн Клоуз, ...",8.547,50 455,IMDb: 8.50,22 135
Код Гиас: Восставший Лелуш  (сериал) Kôdo giasu - Hangyaku no rurûshu: Code Geass - Lelouch of the Rebellion (2006 – 2012) 22 мин.,Kôdo giasu - Hangyaku no rurûshu: Code Geass - Lelouch of the Rebellion (2006 – 2012),22 мин.,Япония,реж. Горо Танигути...,"['(аниме,', 'мультфильм,', 'триллер...)']","Дзюн Фукуяма, ...",8.543,31 270,IMDb: 8.70,59 049
Майти Буш: Концерт  (видео) The Mighty Boosh Live (2006) 142 мин.,The Mighty Boosh Live (2006),142 мин.,Великобритания,реж. Ник Моррис,"['(концерт,', 'комедия)']","Джулиан Бэррэтт, Мэтт Берри, ...",8.543,523,IMDb: 8.20,1 438
Linkin Park: Live in Texas  (видео)  (2003) 68 мин.,(2003),68 мин.,США,реж. Кимо Проудфут,"['(концерт,', 'музыка)']","Честер Беннингтон, Роб Бурдон, ...",8.540,2 465,IMDb: 8.60,663
Женщина Woman (2019) 105 мин.,Woman (2019),105 мин.,Франция,реж. Янн Артюс-Бертран...,['(документальный)'],"Норма Бастидас, Габриэла Мельдоса, ...",8.539,2 602,IMDb: 7.80,672
Большой куш Snatch (2000) 104 мин.,Snatch (2000),104 мин.,Великобритания,реж. Гай Ричи,"['(криминал,', 'комедия,', 'боевик)']","Джейсон Стэйтем, Стивен Грэм, ...",8.538,400 748,IMDb: 8.30,817 353
Чумон  (сериал) Jumong (2006 – 2007) 70 мин.,Jumong (2006 – 2007),70 мин.,Корея Южная,реж. Ким Гын-хон...,"['(история,', 'драма,', 'биография)']","Сон Иль-гук, Хан Хе-джин, ...",8.538,849,IMDb: 8.00,2 445
Rammstein: Paris!  (видео) Rammstein: Paris (2016) 98 мин.,Rammstein: Paris (2016),98 мин.,Великобритания,реж. Йонас Окерлунд,"['(концерт,', 'музыка,', 'документальный)']","Rammstein, Рихард Круспе, ...",8.536,2 470,IMDb: 8.00,1 775
Мост над бездной  (2012) 25 мин.,(2012),25 мин.,Россия,реж. Андрей Зайцев,['(документальный)'],"Паола Волкова, ...",8.536,596,,
Дэвид Аттенборо: Жизнь на нашей планете David Attenborough: A Life on Our Planet (2020) 83 мин.,David Attenborough: A Life on Our Planet (2020),83 мин.,Великобритания,реж. Аластер Фотергилл...,"['(документальный,', 'биография)']","Дэвид Аттенборо, Max Hughes, ...",8.534,1 033,IMDb: 9.00,29 663
Любовь напрокат  (сериал) Kiralik Ask (2015 – 2016) 120 мин.,Kiralik Ask (2015 – 2016),120 мин.,Турция,реж. Метин Балекоглу...,"['(мелодрама,', 'комедия)']","Эльчин Сангу, Барыш Ардуч, ...",8.532,8 503,IMDb: 7.20,7 319
Малышарики. Танцуем и поём!  (сериал)  (2019 – ...) 2 мин.,(2019 – ...),2 мин.,Россия,реж. Марина Мошкова,"['(мультфильм,', 'детский)']","Ксения Бржезовская, Светлана Кузнецова, ...",8.531,8 235,,
Цвета страсти  (сериал) Rangrasiya (2013 – 2014) 21 мин.,Rangrasiya (2013 – 2014),21 мин.,Индия,реж. Siddharth Sengupta,['(мелодрама)'],"Санайя Ирани, Ашиш Шарма, ...",8.531,1 244,IMDb: 7.10,710
Джентльмены удачи  (1971) 84 мин.,(1971),84 мин.,СССР,реж. Александр Серый,"['(комедия,', 'драма,', 'криминал...)']","Евгений Леонов, Георгий Вицин, ...",8.530,501 355,IMDb: 8.40,11 136
Невероятные приключения ДжоДжо  (сериал) JoJo no Kimyou na Bouken (2012 – ...) 24 мин.,JoJo no Kimyou na Bouken (2012 – ...),24 мин.,Япония,реж. Кэнъити Судзуки...,"['(аниме,', 'мультфильм,', 'фэнтези...)']","Кадзуюки Окицу, Томокадзу Сугита, ...",8.530,23 412,IMDb: 8.40,15 434
Пролетая над гнездом кукушки One Flew Over the Cuckoo's Nest (1975) 133 мин.,One Flew Over the Cuckoo's Nest (1975),133 мин.,США,реж. Милош Форман,['(драма)'],"Джек Николсон, Луиза Флетчер, ...",8.529,288 197,IMDb: 8.70,960 521
Инициал Ди: Стадия первая  (сериал) Initial D: First Stage (1998) 25 мин.,Initial D: First Stage (1998),25 мин.,Япония,реж. Син Мисава...,"['(аниме,', 'мультфильм,', 'боевик...)']","Грег Эирс, Кристофер Бевинс, ...",8.529,2 875,IMDb: 8.40,2 846
Крестный отец 2 The Godfather: Part II (1974) 202 мин.,The Godfather: Part II (1974),202 мин.,США,реж. Фрэнсис Форд Коппола,"['(драма,', 'криминал)']","Аль Пачино, Роберт Де Ниро, ...",8.526,174 423,IMDb: 9.00,1 193 569
Расследования авиакатастроф  (сериал) Mayday (2003 – ...) 60 мин.,Mayday (2003 – ...),60 мин.,Канада,реж. Тим Волочатюк...,"['(документальный,', 'история,', 'реальное', 'ТВ...)']","Джонатан Арис, Стивен Богерт, ...",8.526,2 236,IMDb: 8.80,4 415
Роджер Уотерс: The Wall Roger Waters: The Wall (2014) 170 мин.,Roger Waters: The Wall (2014),170 мин.,Великобритания,реж. Шон Эванс...,"['(музыка,', 'концерт,', 'документальный)']","Роджер Уотерс, Дэйв Килминстер, ...",8.525,1 464,IMDb: 8.60,4 944
Энн  (сериал) Anne (2017 – 2019) 44 мин.,Anne (2017 – 2019),44 мин.,Канада,реж. Пол Фокс...,"['(драма,', 'семейный)']","Эмибет МакНалти, Джеральдин Джеймс, ...",8.524,23 583,IMDb: 8.70,46 468
Неизвестная планета Земля  (сериал) One Strange Rock (2018 – ...) 47 мин.,One Strange Rock (2018 – ...),47 мин.,США,реж. Ник Шулингин-Джордан...,['(документальный)'],"Уилл Смит, Крис Хэдфилд, ...",8.524,3 092,IMDb: 8.80,7 448
Живой Пушкин  (сериал)  (1999) 205 мин.,(1999),205 мин.,Россия,реж. Вера Сторожева,"['(документальный,', 'биография,', 'история)']","Леонид Парфенов, Лев Дуров, ...",8.524,1 095,IMDb: 8.00,40
Престиж The Prestige (2006) 125 мин.,The Prestige (2006),125 мин.,Великобритания,реж. Кристофер Нолан,"['(триллер,', 'фантастика,', 'драма...)']","Хью Джекман, Кристиан Бэйл, ...",8.520,527 755,IMDb: 8.50,1 255 963
Лекс и Плу: Космические таксисты  (сериал)  (2019 – ...) 11 мин.,(2019 – ...),11 мин.,Россия,реж. Алексей Минченок,"['(мультфильм,', 'детский,', 'приключения)']","Прохор Чеховской, Лина Иванова, ...",8.519,1 385,,
Щенячья школа Pick of the Litter (2018) 80 мин.,Pick of the Litter (2018),80 мин.,США,реж. Дон Харди мл....,['(документальный)'],"Diane Meer, Terry Blosser, ...",8.517,3 652,IMDb: 7.60,1 463
Discovery: Во Вселенную со Стивеном Хокингом  (мини-сериал) Into the Universe with Stephen Hawking (2010) 43 мин.,Into the Universe with Stephen Hawking (2010),43 мин.,Великобритания,реж. Иэн Риддик...,['(документальный)'],"Бенедикт Камбербэтч, Стивен Хокинг, ...",8.516,5 141,IMDb: 8.60,5 318
Выбор за нами The Choice Is Ours (2016) 59 мин.,The Choice Is Ours (2016),59 мин.,США,реж. Джоэль Холт...,['(документальный)'],"Эрин Эд, Ларри Браун, ...",8.515,1 183,IMDb: 8.30,579
