name,title,duration,country,director,genre,cast,kp_rating,kp_votes_num,imdb_rating,imdb_votes_num 
Мечты Дзиро о суши Jiro Dreams of Sushi (2011) 81 мин.,Jiro Dreams of Sushi (2011),81 мин.,США,реж. Дэвид Гелб,['(документальный)'],"Дзиро Оно, Ёсикадзу Оно, ...",8.007,4 202,IMDb: 7.90,34 815
"Боже, храни Оззи Осборна God Bless Ozzy Osbourne (2011) 120 мин.",God Bless Ozzy Osbourne (2011),120 мин.,США,реж. Майк Флайсс...,"['(документальный,', 'биография,', 'музыка)']","Оззи Осборн, Бласко, ...",8.007,1 146,IMDb: 7.50,1 915
"Больше, чем жизнь: История хэви-метал  (видео) Heavy Metal: Louder Than Life (2006) 252 мин.",Heavy Metal: Louder Than Life (2006),252 мин.,Великобритания,реж. Дик Карратерс,"['(документальный,', 'музыка)']","Ричи Блэкмор, Грэм Боннет, ...",8.007,534,IMDb: 7.30,320
Крик совы  (сериал)  (2013) 50 мин.,(2013),50 мин.,Россия,реж. Олег Погодин,"['(детектив,', 'криминал)']","Сергей Пускепалис, Андрей Мерзликин, ...",8.006,26 979,IMDb: 7.20,112
Палач  (сериал)  (2014) 50 мин.,(2014),50 мин.,Россия,реж. Вячеслав Никифоров,"['(детектив,', 'криминал,', 'триллер)']","Андрей Смоляков, Виктория Толстоганова, ...",8.006,25 487,IMDb: 7.60,177
Шиттс Крик  (сериал) Schitt's Creek (2015 – 2020) 22 мин.,Schitt's Creek (2015 – 2020),22 мин.,Канада,реж. Пол Фокс...,['(комедия)'],"Юджин Леви, Кэтрин О’Хара, ...",8.006,15 101,IMDb: 8.50,100 697
Полицейский отряд!  (мини-сериал) Police Squad! (1982) 22 мин.,Police Squad! (1982),22 мин.,США,реж. Джо Данте...,"['(комедия,', 'криминал)']","Лесли Нильсен, Алан Норт, ...",8.006,4 737,IMDb: 8.40,17 293
Секретная история комиксов Роберта Киркмана  (сериал) Secret History of Comics (2017 – ...) 42 мин.,Secret History of Comics (2017 – ...),42 мин.,США,реж. Рори Карпф...,"['(документальный,', 'история)']","Кери Рассел, Стэн Ли, ...",8.006,1 475,IMDb: 8.00,487
Как боссу утерли нос Yes Boss (1997) 163 мин.,Yes Boss (1997),163 мин.,Индия,реж. Азиз Мирза,"['(мюзикл,', 'драма,', 'мелодрама...)']","Шах Рукх Кхан, Джухи Чавла, ...",8.006,1 150,IMDb: 6.80,13 011
Цельнометаллическая оболочка Full Metal Jacket (1987) 116 мин.,Full Metal Jacket (1987),116 мин.,Великобритания,реж. Стэнли Кубрик,"['(драма,', 'военный)']","Мэттью Модайн, Адам Болдуин, ...",8.005,142 735,IMDb: 8.30,706 504
Двухсотлетний человек Bicentennial Man (1999) 126 мин.,Bicentennial Man (1999),126 мин.,США,реж. Крис Коламбус,"['(фантастика,', 'драма,', 'комедия)']","Робин Уильямс, Эмбет Дэвидц, ...",8.005,123 591,IMDb: 6.90,114 290
Экипаж  (1979) 135 мин.,(1979),135 мин.,СССР,реж. Александр Митта,"['(боевик,', 'триллер,', 'драма)']","Георгий Жжёнов, Анатолий Васильев, ...",8.005,47 226,IMDb: 7.50,2 396
Расёмон Rashomon (1950) 88 мин.,Rashomon (1950),88 мин.,Япония,реж. Акира Куросава,"['(драма,', 'криминал,', 'детектив)']","Тосиро Мифунэ, Матико Кё, ...",8.005,21 952,IMDb: 8.20,161 362
Сердца трёх  (мини-сериал)  (1992) 260 мин.,(1992),260 мин.,Россия,реж. Владимир Попков,"['(мелодрама,', 'приключения)']","Алёна Хмельницкая, Сергей Жигунов, ...",8.005,21 231,IMDb: 7.20,418
Облако-рай  (1990) 76 мин.,(1990),76 мин.,СССР,реж. Николай Досталь,"['(комедия,', 'драма)']","Андрей Жигалов, Сергей Баталов, ...",8.005,11 189,IMDb: 7.90,641
Судьба: Ночь схватки  (сериал) Fate/stay night: Unlimited Blade Works (2014 – 2015) 25 мин.,Fate/stay night: Unlimited Blade Works (2014 – 2015),25 мин.,Япония,реж. Такахиро Миура...,"['(аниме,', 'мультфильм,', 'фэнтези...)']","Дзюнъити Сувабэ, Дзёдзи Накада, ...",8.005,2 339,IMDb: 8.00,7 086
Черный квадрат  (сериал)  (2010 – 2013) 7 мин.,(2010 – 2013),7 мин.,Россия,реж. Дмитрий Высоцкий,['(мультфильм)'],"Станислав Концевич, ...",8.005,1 430,,
Клиника  (сериал) The Clinic (2003 – 2009) 43 мин.,The Clinic (2003 – 2009),43 мин.,Ирландия,реж. Лиза Мулкахи...,['(драма)'],"Доминик Мафэм, Гари Лайдон, ...",8.005,784,IMDb: 6.60,282
Созданный в Бездне: Блуждающие сумерки Made in Abyss: Horo Suru Tasogare (2019) 110 мин.,Made in Abyss: Horo Suru Tasogare (2019),110 мин.,Япония,реж. Масаюки Кодзима,"['(аниме,', 'мультфильм,', 'детектив...)']","Мию Томита, Мария Исэ, ...",8.005,640,IMDb: 7.80,545
Сокровища Сьерра Мадре The Treasure of the Sierra Madre (1947) 126 мин.,The Treasure of the Sierra Madre (1947),126 мин.,США,реж. Джон Хьюстон,"['(драма,', 'приключения,', 'вестерн...)']","Хамфри Богарт, Уолтер Хьюстон, ...",8.004,7 317,IMDb: 8.20,120 398
Старшая сестра  (1966) 102 мин.,(1966),102 мин.,СССР,реж. Георгий Натансон,"['(драма,', 'мелодрама)']","Татьяна Доронина, Наталья Тенякова, ...",8.004,3 175,IMDb: 7.20,201
Отец Тед  (сериал) Father Ted (1995 – 1998) 22 мин.,Father Ted (1995 – 1998),22 мин.,Великобритания,реж. Деклан Лауни...,['(комедия)'],"Дермот Морган, Ардал О’Хэнлон, ...",8.004,2 017,IMDb: 8.60,38 389
BBC: Невидимые миры  (мини-сериал) Richard Hammond's Invisible Worlds (2010 – ...) 94 мин.,Richard Hammond's Invisible Worlds (2010 – ...),94 мин.,Великобритания,реж. Дэн Клифтон...,['(документальный)'],"Ричард Хаммонд, Трэйси Альбрехт, ...",8.004,809,IMDb: 8.10,712
История Пиксара The Pixar Story (2007) 88 мин.,The Pixar Story (2007),88 мин.,США,реж. Лесли Айверкс,['(документальный)'],"Стейси Кич, Джон Лассетер, ...",8.004,679,IMDb: 7.80,6 469
Горячее прощание Tteugeoun annyeong (2013) 99 мин.,Tteugeoun annyeong (2013),99 мин.,Корея Южная,реж. Нам Тэк Су,['(драма)'],"Ли Хон-ги, Ма Дон-сок, ...",8.004,539,IMDb: 7.00,216
За бортом Overboard (1987) 112 мин.,Overboard (1987),112 мин.,США,реж. Гэрри Маршалл,"['(мелодрама,', 'комедия)']","Голди Хоун, Курт Рассел, ...",8.003,94 039,IMDb: 6.90,56 410
За пригоршню долларов Per un pugno di dollari (1964) 99 мин.,Per un pugno di dollari (1964),99 мин.,Италия,реж. Серджио Леоне,"['(боевик,', 'драма,', 'вестерн)']","Клинт Иствуд, Джан Мария Волонте, ...",8.003,41 175,IMDb: 8.00,208 408
Волчица и пряности  (сериал) Okami to koshinryo (2008 – 2009) 25 мин.,Okami to koshinryo (2008 – 2009),25 мин.,Япония,реж. Такэо Такахаси...,"['(аниме,', 'мультфильм,', 'фэнтези...)']","Дзюн Фукуяма, Ами Косимидзу, ...",8.003,17 814,IMDb: 8.00,4 100
О бедном гусаре замолвите слово  (ТВ)  (1980) 167 мин.,(1980),167 мин.,СССР,реж. Эльдар Рязанов,"['(мюзикл,', 'драма,', 'мелодрама...)']","Евгений Леонов, Олег Басилашвили, ...",8.003,14 304,IMDb: 7.90,1 094
Волчий дождь  (сериал) Wolf's Rain (2003 – 2004) 22 мин.,Wolf's Rain (2003 – 2004),22 мин.,Япония,реж. Тэнсаи Окамура...,"['(аниме,', 'мультфильм,', 'фэнтези...)']","Кэнта Миякэ, Акио Суяма, ...",8.003,9 760,IMDb: 8.00,7 529
Продюсирование Нобуты  (мини-сериал) Nobuta wo produce (2005) 46 мин.,Nobuta wo produce (2005),46 мин.,Япония,реж. Хитоси Ивамото,"['(драма,', 'комедия)']","Кадзуя Камэнаси, Томохиса Ямасита, ...",8.003,2 285,IMDb: 7.60,2 132
Магазинчик БО  (сериал)  (2003 – 2006) 5 мин.,(2003 – 2006),5 мин.,Россия,реж. Екатерина Горелова...,"['(мультфильм,', 'фантастика,', 'комедия)']","Олег Куваев, Наталья Крузе, ...",8.003,2 023,,
"Привет, малышка! Heyy Babyy (2007) 144 мин.",Heyy Babyy (2007),144 мин.,Индия,реж. Sajid Khan,"['(драма,', 'комедия)']","Акшай Кумар, Фардин Кхан, ...",8.003,1 010,IMDb: 6.00,14 207
Корчак Korczak (1990) 118 мин.,Korczak (1990),118 мин.,Польша,реж. Анджей Вайда,"['(драма,', 'военный,', 'биография...)']","Войцех Пшоняк, Эва Далковска, ...",8.003,903,IMDb: 7.40,1 360
Планета монстров  (сериал) Shadow Raiders (1998 – 1999) 22 мин.,Shadow Raiders (1998 – 1999),22 мин.,Канада,реж. Оуэн Хёрли...,"['(мультфильм,', 'фантастика,', 'боевик)']","Пол Добсон, Гари Чок, ...",7.990,848,IMDb: 8.00,736
Взрослые дети  (сериал) Frecuencia .04 (2004) 40 мин.,Frecuencia .04 (2004),40 мин.,Аргентина,реж. Даниэль Агирре...,"['(мюзикл,', 'драма,', 'мелодрама...)']","Ноэлия Кастаньо, Нора Альбахари, ...",7.990,531,IMDb: 7.10,55
Эдвард руки-ножницы Edward Scissorhands (1990) 105 мин.,Edward Scissorhands (1990),105 мин.,США,реж. Тим Бёртон,"['(фэнтези,', 'драма,', 'мелодрама)']","Джонни Депп, Вайнона Райдер, ...",7.989,189 930,IMDb: 7.90,466 009
Хороший доктор  (сериал) The Good Doctor (2017 – ...) 41 мин.,The Good Doctor (2017 – ...),41 мин.,США,реж. Майк Листо...,['(драма)'],"Фредди Хаймор, Хилл Харпер, ...",7.989,136 123,IMDb: 8.10,81 219
Хеллсинг Ultimate  (сериал) Hellsing Ultimate (2006) 50 мин.,Hellsing Ultimate (2006),50 мин.,Япония,реж. Томокадзу Токоро...,"['(аниме,', 'мультфильм,', 'ужасы...)']",,7.989,16 333,IMDb: 8.30,21 465
Маша и Медведь: Оставайтесь дома  (мини-сериал)  (2020 – ...) 2 мин.,(2020 – ...),2 мин.,Кипр,реж. Артем Наумов,"['(мультфильм,', 'детский)']","Варвара Саранцева, ...",7.989,3 701,,
Шоу 70−х  (сериал) That '70s Show (1998 – 2006) 22 мин.,That '70s Show (1998 – 2006),22 мин.,США,реж. Дэвид Трейнер...,"['(драма,', 'мелодрама,', 'комедия)']","Мила Кунис, Дэнни Мастерсон, ...",7.989,2 814,IMDb: 8.00,160 979
Азбука защиты леса  (мини-сериал)  (2019) 3 мин.,(2019),3 мин.,Россия,реж. Олег Мусин,"['(мультфильм,', 'детский)']","Антон Виноградов, Владимир Постников, ...",7.989,2 647,,
Повесть о стране цветных облаков  (сериал) Saiunkoku monogatari (2006 – 2008) 25 мин.,Saiunkoku monogatari (2006 – 2008),25 мин.,Япония,реж. Дзюн Сисидо,"['(аниме,', 'мультфильм,', 'мелодрама...)']","Майкл Копса, Майкл Адамуэйт, ...",7.989,723,IMDb: 7.60,201
Отпетые мошенники Dirty Rotten Scoundrels (1988) 110 мин.,Dirty Rotten Scoundrels (1988),110 мин.,США,реж. Фрэнк Оз,"['(комедия,', 'криминал)']","Стив Мартин, Майкл Кейн, ...",7.988,40 065,IMDb: 7.40,68 653
Убийство  (сериал) Forbrydelsen (2007 – 2012) 55 мин.,Forbrydelsen (2007 – 2012),55 мин.,Дания,реж. Кристоффер Нюхольм...,"['(триллер,', 'драма,', 'криминал...)']","Софи Гробёль, Мортен Суурбалле, ...",7.988,6 895,IMDb: 8.40,26 287
Тайны Ниро Вульфа  (сериал) A Nero Wolfe Mystery (2001 – 2002) 60 мин.,A Nero Wolfe Mystery (2001 – 2002),60 мин.,США,реж. Тимоти Хаттон...,"['(боевик,', 'драма,', 'детектив)']","Тимоти Хаттон, Мори Чайкин, ...",7.988,931,IMDb: 8.50,1 684
Любовная перетасовка  (сериал) Rabu shaffuru (2009) 46 мин.,Rabu shaffuru (2009),46 мин.,Япония,реж. Нобухиро Дои...,"['(драма,', 'комедия)']","Хироси Тамаки, Карина, ...",7.988,882,IMDb: 7.50,391
Прощание Locked In (2010) 85 мин.,Locked In (2010),85 мин.,Великобритания,реж. Сури Кришнамма,"['(триллер,', 'драма)']","Бен Барнс, Сара Ремер, ...",7.988,548,IMDb: 4.90,777
Король говорит! The King's Speech (2010) 118 мин.,The King's Speech (2010),118 мин.,Великобритания,реж. Том Хупер,"['(драма,', 'биография,', 'история)']","Колин Фёрт, Джеффри Раш, ...",7.987,252 532,IMDb: 8.00,659 440
Реванш  (сериал) Revenge (2011 – 2015) 43 мин.,Revenge (2011 – 2015),43 мин.,США,реж. Кеннет Финк...,"['(триллер,', 'драма,', 'мелодрама...)']","Эмили ВанКэмп, Мэделин Стоу, ...",7.987,27 412,IMDb: 7.80,116 601
Неоконченная пьеса для механического пианино  (1976) 103 мин.,(1976),103 мин.,СССР,реж. Никита Михалков,['(драма)'],"Александр Калягин, Елена Соловей, ...",7.987,20 266,IMDb: 7.80,3 309
Сансет бульвар Sunset Blvd. (1950) 110 мин.,Sunset Blvd. (1950),110 мин.,США,реж. Билли Уайлдер,"['(фильм-нуар,', 'драма)']","Уильям Холден, Глория Свенсон, ...",7.987,18 832,IMDb: 8.40,212 666
Шепоты и крики Viskningar och rop (1972) 91 мин.,Viskningar och rop (1972),91 мин.,Швеция,реж. Ингмар Бергман,['(драма)'],"Харриет Андерссон, Кари Сюльван, ...",7.987,8 929,IMDb: 8.10,32 643
Возница Körkarlen (1920) 107 мин.,Körkarlen (1920),107 мин.,Швеция,реж. Виктор Шёстрём,"['(ужасы,', 'фэнтези,', 'драма)']","Виктор Шёстрём, Хильда Боргстрём, ...",7.987,4 280,IMDb: 8.10,11 815
"Воскресенье, половина седьмого  (мини-сериал)  (1988) 276 мин.",(1988),276 мин.,СССР,реж. Вадим Зобин,"['(криминал,', 'детектив)']","Василий Фунтиков, Андрей Степанов, ...",7.987,2 600,IMDb: 7.20,51
Лагерь на свежем воздухе  (сериал) Yuru Camp (2018 – ...) 23 мин.,Yuru Camp (2018 – ...),23 мин.,Япония,реж. Ёсиаки Кёгоку...,"['(аниме,', 'мультфильм,', 'комедия...)']","Нао Тояма, Юмири Ханамори, ...",7.987,1 751,IMDb: 8.00,1 150
Две недели  (сериал) Tuwikseu (2013) 65 мин.,Tuwikseu (2013),65 мин.,Корея Южная,реж. Сон Хён-сок...,"['(драма,', 'боевик,', 'криминал...)']","Ли Джун-ги, Ким Со-ён, ...",7.987,1 097,IMDb: 8.10,663
Штисель  (сериал) Shtisel (2013 – 2021) 45 мин.,Shtisel (2013 – 2021),45 мин.,Израиль,реж. Алон Зингман,['(драма)'],"Довале Гликман, Михаэль Алони, ...",7.987,788,IMDb: 8.60,6 433
Достать ножи Knives Out (2019) 130 мин.,Knives Out (2019),130 мин.,США,реж. Райан Джонсон,"['(детектив,', 'комедия,', 'драма...)']","Дэниэл Крэйг, Ана де Армас, ...",7.986,494 530,IMDb: 7.90,549 054
Гордость и предубеждение Pride & Prejudice (2005) 129 мин.,Pride & Prejudice (2005),129 мин.,Великобритания,реж. Джо Райт,"['(драма,', 'мелодрама)']","Кира Найтли, Мэттью Макфэдиен, ...",7.986,171 707,IMDb: 7.80,276 294
Оборотень  (сериал) Teen Wolf (2011 – 2017) 43 мин.,Teen Wolf (2011 – 2017),43 мин.,США,реж. Рассел Малкэй...,"['(фэнтези,', 'боевик,', 'триллер...)']","Тайлер Пози, Холлэнд Роден, ...",7.986,60 929,IMDb: 7.60,137 322
Буч Кэссиди и Сандэнс Кид Butch Cassidy and the Sundance Kid (1969) 110 мин.,Butch Cassidy and the Sundance Kid (1969),110 мин.,США,реж. Джордж Рой Хилл,"['(вестерн,', 'драма,', 'криминал...)']","Пол Ньюман, Роберт Редфорд, ...",7.986,18 274,IMDb: 8.00,210 024
The Doors. When you`re strange  When You're Strange (2009) 86 мин.,When You're Strange (2009),86 мин.,США,реж. Том ДиЧилло,"['(документальный,', 'музыка)']","Джонни Депп, Джон Денсмор, ...",7.986,6 826,IMDb: 7.70,9 607
Краснодар. От игры к игре  (2021) 99 мин.,(2021),99 мин.,Россия,реж. Юрий Шаров,"['(документальный,', 'спорт)']","Данила Козловский, ...",7.986,6 021,,
Небо любви Koizora (2007) 120 мин.,Koizora (2007),120 мин.,Япония,реж. Нацуки Имаи,['(мелодрама)'],"Юи Арагаки, Харума Миура, ...",7.986,5 987,IMDb: 6.80,3 349
Городской романс  (1970) 100 мин.,(1970),100 мин.,СССР,реж. Петр Тодоровский,"['(драма,', 'мелодрама)']","Мария Соломина, Евгений Киндинов, ...",7.986,2 486,IMDb: 7.40,104
Дикие скричеры  (сериал) Screechers Wild! (2018 – ...) ,Screechers Wild! (2018 – ...),,Китай,реж. Тодд Резник,"['(боевик,', 'мультфильм)']","Шон Чиплок, Люсьен Додж, ...",7.986,2 204,IMDb: 7.20,18
История американского кино от Мартина Скорсезе  (ТВ) A Personal Journey with Martin Scorsese Through American Movies (1995) 225 мин.,A Personal Journey with Martin Scorsese Through American Movies (1995),225 мин.,США,реж. Мартин Скорсезе...,['(документальный)'],"Мартин Скорсезе, Джордж Лукас, ...",7.986,1 840,IMDb: 8.60,4 385
BBC: Прогулки с монстрами. Жизнь до динозавров  (мини-сериал) Walking with Monsters (2005) 87 мин.,Walking with Monsters (2005),87 мин.,Великобритания,реж. Хлоя Лелэнд...,['(документальный)'],"Кеннет Брана, ...",7.986,1 411,IMDb: 8.30,1 999
Тюдоры  (сериал) The Tudors (2007 – 2010) 53 мин.,The Tudors (2007 – 2010),53 мин.,Ирландия,реж. Киаран Доннелли...,"['(драма,', 'мелодрама,', 'военный...)']","Джонатан Риз Майерс, Генри Кавилл, ...",7.985,40 064,IMDb: 8.10,71 714
Екатерина  (сериал)  (2014) 44 мин.,(2014),44 мин.,Россия,реж. Александр Баранов...,"['(драма,', 'мелодрама)']","Марина Александрова, Владимир Меньшов, ...",7.985,37 972,IMDb: 8.10,1 368
Шарада Charade (1963) 113 мин.,Charade (1963),113 мин.,США,реж. Стэнли Донен,"['(триллер,', 'мелодрама,', 'комедия...)']","Кэри Грант, Одри Хепберн, ...",7.985,14 966,IMDb: 7.90,73 524
Робинзон на Луне Kimssi pyoryugi (2009) 116 мин.,Kimssi pyoryugi (2009),116 мин.,Корея Южная,реж. Ли Хэ-джун,"['(драма,', 'мелодрама,', 'комедия)']","Чон Джэ-ён, Чон Рё-вон, ...",7.985,3 749,IMDb: 8.00,17 580
Мистер Икс  (1958) 88 мин.,(1958),88 мин.,СССР,реж. Юлий Хмельницкий,"['(мюзикл,', 'мелодрама,', 'комедия)']","Георг Отс, Марина Юрасова, ...",7.985,3 061,IMDb: 6.90,164
Родная кровь  (1963) 90 мин.,(1963),90 мин.,СССР,реж. Михаил Ершов,"['(драма,', 'военный)']","Евгений Матвеев, Вия Артмане, ...",7.985,2 559,IMDb: 7.60,89
Кайдзи  (сериал) Gyakkyô burai Kaiji (2007 – 2011) 24 мин.,Gyakkyô burai Kaiji (2007 – 2011),24 мин.,Япония,реж. Юдзо Сато...,"['(аниме,', 'мультфильм,', 'триллер...)']","Масато Хагивара, Хакурю, ...",7.985,2 204,IMDb: 8.30,2 747
Холм The Hill (1965) 123 мин.,The Hill (1965),123 мин.,Великобритания,реж. Сидни Люмет,"['(драма,', 'военный)']","Шон Коннери, Гарри Эндрюс, ...",7.985,1 375,IMDb: 7.90,13 526
Танго нашего детства  (1984) 92 мин.,(1984),92 мин.,СССР,реж. Альберт Мкртчян,['(драма)'],"Галя Новенц, Фрунзик Мкртчян, ...",7.985,1 079,IMDb: 7.00,198
Дар небес: 14 дней  (сериал) Sinui seonmul - 14il (2014) 60 мин.,Sinui seonmul - 14il (2014),60 мин.,Корея Южная,реж. Ли Дон-хун,"['(триллер,', 'детектив,', 'криминал...)']","Ли Бо-ён, Чо Сын-у, ...",7.985,513,IMDb: 8.20,492
Легенды осени Legends of the Fall (1994) 133 мин.,Legends of the Fall (1994),133 мин.,США,реж. Эдвард Цвик,"['(драма,', 'мелодрама,', 'вестерн...)']","Брэд Питт, Энтони Хопкинс, ...",7.984,75 695,IMDb: 7.50,157 840
"Джордж Карлин: Жизнь стоит того, чтобы её потерять  (ТВ) George Carlin: Life Is Worth Losing (2005) 75 мин.",George Carlin: Life Is Worth Losing (2005),75 мин.,США,реж. Рокко Урбиски,"['(документальный,', 'комедия)']","Джордж Карлин, ...",7.984,3 660,IMDb: 8.30,4 504
Мой призрак  (сериал) Oh naui gwishinnim (2015) 60 мин.,Oh naui gwishinnim (2015),60 мин.,Корея Южная,реж. Ю Джэ-вон,"['(мелодрама,', 'комедия,', 'фэнтези)']","Пак По-ён, Чо Джон-сок, ...",7.984,2 482,IMDb: 8.00,4 003
Мужчины  (1972) 69 мин.,(1972),69 мин.,СССР,реж. Эдмонд Кеосаян,"['(мелодрама,', 'комедия)']","Армен Джигарханян, Фрунзик Мкртчян, ...",7.984,1 412,IMDb: 7.60,210
Когда остаешься один One 2 Ka 4 (2001) 173 мин.,One 2 Ka 4 (2001),173 мин.,Индия,реж. Шашилал Наир,"['(боевик,', 'триллер,', 'драма...)']","Шах Рукх Кхан, Джухи Чавла, ...",7.984,1 075,IMDb: 5.50,4 997
Моонзунд  (1988) 142 мин.,(1988),142 мин.,СССР,реж. Александр Муратов,"['(драма,', 'мелодрама,', 'военный...)']","Олег Меньшиков, Владимир Гостюхин, ...",7.978,4 852,IMDb: 7.20,333
Мама Рома Mamma Roma (1962) 106 мин.,Mamma Roma (1962),106 мин.,Италия,реж. Пьер Паоло Пазолини,['(драма)'],"Анна Маньяни, Этторе Гарофоло, ...",7.978,3 200,IMDb: 7.80,8 860
Маска The Mask (1994) 101 мин.,The Mask (1994),101 мин.,США,реж. Чак Рассел,"['(комедия,', 'фэнтези,', 'криминал)']","Джим Керри, Кэмерон Диаз, ...",7.977,313 381,IMDb: 6.90,365 729
Август Раш August Rush (2007) 109 мин.,August Rush (2007),109 мин.,США,реж. Кёрстен Шеридан,"['(драма,', 'музыка)']","Фредди Хаймор, Робин Уильямс, ...",7.977,86 096,IMDb: 7.50,105 871
Молокососы  (сериал) Skins (2007 – 2013) 45 мин.,Skins (2007 – 2013),45 мин.,Великобритания,реж. Чарльз Мартин...,['(драма)'],"Николас Холт, Дев Патель, ...",7.977,50 395,IMDb: 8.20,79 017
"Черная кошка, белый кот Crna mačka, beli mačor (1998) 135 мин.","Crna mačka, beli mačor (1998)",135 мин.,Югославия (ФР),реж. Эмир Кустурица,"['(мелодрама,', 'комедия,', 'криминал)']","Байрам Севердзан, Срджан Тодорович, ...",7.977,35 880,IMDb: 8.10,52 598
Похитители велосипедов Ladri di biciclette (1948) 89 мин.,Ladri di biciclette (1948),89 мин.,Италия,реж. Витторио Де Сика,['(драма)'],"Ламберто Маджорани, Энцо Стайола, ...",7.977,14 416,IMDb: 8.30,156 762
Реальные пацаны  (сериал) Blue Mountain State (2010 – 2011) 22 мин.,Blue Mountain State (2010 – 2011),22 мин.,Канада,реж. Джон Фортенберри...,"['(комедия,', 'спорт)']","Дэрин Брукс, Алан Ричсон, ...",7.977,14 399,IMDb: 8.30,50 860
Кошка на раскаленной крыше Cat on a Hot Tin Roof (1958) 108 мин.,Cat on a Hot Tin Roof (1958),108 мин.,США,реж. Ричард Брукс,['(драма)'],"Элизабет Тейлор, Пол Ньюман, ...",7.977,7 787,IMDb: 8.00,47 654
Жизнь и судьба  (сериал)  (2012) 40 мин.,(2012),40 мин.,Россия,реж. Сергей Урсуляк,"['(драма,', 'военный)']","Сергей Маковецкий, Анна Михалкова, ...",7.977,3 364,IMDb: 7.70,169
Песня ланча  (ТВ) The Song of Lunch (2010) 47 мин.,The Song of Lunch (2010),47 мин.,Великобритания,реж. Найал МакКормик,"['(драма,', 'мелодрама)']","Алан Рикман, Эмма Томпсон, ...",7.977,2 820,IMDb: 7.50,1 989
Дети райка Les enfants du paradis (1945) 190 мин.,Les enfants du paradis (1945),190 мин.,Франция,реж. Марсель Карне,"['(драма,', 'мелодрама)']","Арлетти, Жан-Луи Барро, ...",7.977,2 725,IMDb: 8.40,19 224
Фауда  (сериал) Fauda (2015 – ...) 40 мин.,Fauda (2015 – ...),40 мин.,Израиль,реж. Ротем Шамир...,['(драма)'],"Лиор Раз, Ицик Коэн, ...",7.977,1 706,IMDb: 8.20,23 772
Танцуй ради шанса Chance Pe Dance (2010) 121 мин.,Chance Pe Dance (2010),121 мин.,Индия,реж. Кен Гхош,"['(мюзикл,', 'мелодрама)']","Шахид Капур, Дженелия Д’Суза, ...",7.977,988,IMDb: 4.70,2 897
Шоу Роуэна Аткинсона  (ТВ) Rowan Atkinson Live (1992) 55 мин.,Rowan Atkinson Live (1992),55 мин.,Великобритания,реж. Томас Шламми,"['(документальный,', 'комедия)']","Роуэн Эткинсон, Ангус Дейтон, ...",7.977,968,IMDb: 8.30,2 828
С вечера до полудня  (ТВ)  (1981) 138 мин.,(1981),138 мин.,СССР,реж. Константин Худяков,['(драма)'],"Леонид Филатов, Эдуард Марцевич, ...",7.977,960,IMDb: 7.60,45
Капитан Хорнблауэр: Верность  (ТВ) Hornblower: Loyalty (2003) 125 мин.,Hornblower: Loyalty (2003),125 мин.,Великобритания,реж. Эндрю Грив,"['(драма,', 'приключения,', 'военный)']","Йоан Гриффит, Роберт Линдсей, ...",7.977,842,IMDb: 8.10,3 230
Красота по-американски American Beauty (1999) 122 мин.,American Beauty (1999),122 мин.,США,реж. Сэм Мендес,['(драма)'],"Кевин Спейси, Аннетт Бенинг, ...",7.976,209 316,IMDb: 8.30,1 110 659
Мосты округа Мэдисон The Bridges of Madison County (1995) 135 мин.,The Bridges of Madison County (1995),135 мин.,США,реж. Клинт Иствуд,"['(драма,', 'мелодрама)']","Клинт Иствуд, Мэрил Стрип, ...",7.976,37 753,IMDb: 7.60,77 795
Убийство на пляже  (сериал) Broadchurch (2013 – 2017) 46 мин.,Broadchurch (2013 – 2017),46 мин.,Великобритания,реж. Джеймс Стронг...,"['(драма,', 'криминал,', 'детектив)']","Дэвид Теннант, Оливия Колман, ...",7.976,30 440,IMDb: 8.40,104 448
Мой безумный дневник  (сериал) My Mad Fat Diary (2013 – 2015) 47 мин.,My Mad Fat Diary (2013 – 2015),47 мин.,Великобритания,реж. Алекс Винклер...,"['(драма,', 'мелодрама,', 'комедия)']","Киэра Бэксендейл, Дэн Коэн, ...",7.976,12 314,IMDb: 8.40,16 478
Марко Поло  (сериал) Marco Polo (2014 – 2016) 60 мин.,Marco Polo (2014 – 2016),60 мин.,США,реж. Даниэль Минахан...,"['(драма,', 'приключения,', 'история)']","Лоренцо Рикельми, Бенедикт Вонг, ...",7.976,8 853,IMDb: 8.00,68 877
Ментовские войны 5  (сериал)  (2010 – 2011) 46 мин.,(2010 – 2011),46 мин.,Россия,реж. Алексей Богданов...,['(детектив)'],"Александр Устюгов, Дмитрий Быковский-Ромашов, ...",7.976,3 137,IMDb: 6.30,26
Крейцерова соната  (1987) 158 мин.,(1987),158 мин.,СССР,реж. Софья Милькина...,"['(драма,', 'мелодрама)']","Олег Янковский, Александр Трофимов, ...",7.976,2 930,IMDb: 7.20,246
Французская революция  (ТВ) La révolution française (1989) 335 мин.,La révolution française (1989),335 мин.,Франция,реж. Робер Энрико...,"['(триллер,', 'драма,', 'военный...)']","Клаус Мария Брандауэр, Джейн Сеймур, ...",7.976,852,IMDb: 7.60,1 494
Божественная комедия  (ТВ)  (1973) 91 мин.,(1973),91 мин.,СССР,реж. Сергей Образцов...,['(комедия)'],"Семён Самодур, Константин Гуркин, ...",7.976,611,,
